OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
3837797,04092018317,Mission Beef and Brews,4801 Harbour Towne DR ,,RALEIGH,NC,27604,(919) 551-8185,2020/02/10 05:00:00+00,Restaurant,22025,-78.55468707,35.80720509,M,
3837798,04092018316,Bean Sprouts Cafe,201 E Hargett ST ,,RALEIGH,NC,27601,(919) 857-1108,2020/02/10 05:00:00+00,Restaurant,22026,-78.63610348,35.77853909,M,
3837799,04092018319,SIP Noshery,400 Southtown CIR ,,ROLESVILLE,NC,27571,(919) 263-8126,2020/02/11 05:00:00+00,Restaurant,22032,-78.47039393,35.91648281,M,
3837800,04092018318,TASU #2,525 NEW WAVERLY  PL ,SUITE 103,CARY,NC,27518,(919) 977-4037,2020/02/11 05:00:00+00,Restaurant,22031,-78.77756452,35.73853427,M,
3837801,04092018320,Mecca Market,3913 Western BLVD ,,RALEIGH,NC,27606,(919) 613-1286,2020/02/07 05:00:00+00,Restaurant,22033,-78.6910692,35.78402076,M,
3837802,04092018321,The Cafe,1500 N HARRISON AVE,,CARY,NC,27513,(919) 228-4598,2020/02/11 05:00:00+00,Restaurant,22035,-78.76821234,35.81996575,M,
3837803,04092018261,Sheetz #675,101 KUMAR CT,,RALEIGH,NC,27606,(919) 879-8486,2019/12/10 05:00:00+00,Restaurant,21914,-78.73643071,35.74608019,M,
3837804,04092018322,TEDDY'S PIZZA & PASTA,5563 WESTERN BLVD ,STE 9-A,RALEIGH,NC,27606-1595,(919) 233-9144,2020/02/13 05:00:00+00,Restaurant,22044,-78.72050862,35.78412834,M,
3837805,04092030466,Fiori Trattoria (WCID #755),3536 DAVIS DR,,MORRISVILLE,NC,27560-8819,(919) 625-3303,2020/02/13 05:00:00+00,Mobile Food Units,22050,-78.84576057,35.81812092,M,
3837806,04092018285,Golden Krust,4412 FAYETTEVILLE RD,,RALEIGH,NC,27603,(919) 322-4191,2020/01/02 05:00:00+00,Restaurant,21955,-78.65424256,35.71955708,M,
3837807,04092018323,Sugar Magnolia Cafe,219 S WHITE ST ,,WAKE FOREST,NC,27587,(919) 435-4436,2020/02/18 05:00:00+00,Restaurant,22052,-78.50967992,35.97752929,M,
3837808,04092090016,Redeeming Love Older Adults Program,3425 Rock Quarry Rd,,RALEIGH,NC,27610,(919) 833-4815,2020/01/31 05:00:00+00,Elderly Nutrition Sites (catered),22014,-78.59016431,35.74767956,M,
3837809,04092018326,Cici's Pizza,2700 NC 55 HWY,,CARY,NC,27519,(919) 249-6448,2020/02/24 05:00:00+00,Restaurant,22062,-78.8701639,35.78474926,M,
3837810,04092018325,Nature's Juice Bar & Cafe,2808 HILLSBOROUGH ST,,RALEIGH,NC,27607,(984) 200-0768,2020/02/24 05:00:00+00,Restaurant,22063,-78.67444996,35.78960042,M,
3837811,04092018187,Zaxby's,1021 N Harrison AVE ,,RALEIGH,NC,27513,(919) 481-2070,2019/09/26 04:00:00+00,Restaurant,21596,-78.78302381,35.80363397,M,
3837812,04092030464,Antojitos Mexicanos La Favorita (WCID #753),10125  FAYETTEVILLE RD ,,Fuquay-Varina,NC,27526,(919) 247-4869,2020/02/11 05:00:00+00,Mobile Food Units,22043,-78.71851537,35.62759087,M,
3837813,04092018328,The Butcher's Mexican Grill,3110-116 New Bern AVE ,,RALEIGH,NC,27610,(984) 200-5884,2020/02/27 05:00:00+00,Restaurant,22069,-78.5867454,35.78851092,M,
3837814,04092040381,Wicked Links #4 (WCID #728),1101 BEAVER CREEK COMMONS DR,,APEX,NC,27502-3920,(919) 855-8548,2020/02/25 05:00:00+00,Pushcarts,22065,-78.87546682,35.74471669,M,
3837815,04092018329,Golden Corral - Capital Blvd #942,3424 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 872-0500,2020/03/02 05:00:00+00,Restaurant,22070,-78.5844104,35.82680683,M,
3837816,04092018330,Wonderland Tapas and Cocktails,222-103 Glenwood AVE ,,RALEIGH,NC,27603,(919) 615-2621,2020/03/02 05:00:00+00,Restaurant,22071,-78.64697296,35.78363334,M,
3837817,04092018332,Taqueria La Costena,101 DICKENS RD,,FUQUAY VARINA,NC,27526,(919) 244-9788,2020/03/02 05:00:00+00,Restaurant,22072,-78.81133335,35.61594555,M,
3837818,04092018333,Manhattan Pizza,305 MATTHEWS DR,,HOLLY SPRINGS,NC,27540-4300,(919) 367-6667,2020/03/02 05:00:00+00,Restaurant,22073,-78.79440651,35.66435704,M,
3837819,04092018331,The Kelloggs Cafe,1 QUALITY LN,,CARY,NC,27513,,2020/03/02 05:00:00+00,Restaurant,22074,-78.80879783,35.81694251,M,
3837820,04092160089,Hilltop Home Kitchen,2820 Kidd  RD ,PO Box 46749,RALEIGH,NC,27610-6749,(919) 231-8315,2020/03/03 05:00:00+00,Institutional Food Service,22076,-78.58905183,35.77751292,M,
3837821,04092018334,Cloud 9 Dining,111 FRIENDLY DR ,,RALEIGH,NC,27607-5463,(919) 327-3800,2020/03/05 05:00:00+00,Restaurant,22081,-78.67544621,35.78839392,M,
3837822,04092030469,Hot Chix ll (WCID #756),1600 Olive Chapel RD ,Ste. 728,Apex,NC,27502,(919) 398-1933,2020/03/04 05:00:00+00,Mobile Food Units,22080,-78.89057874,35.73813869,M,
3837823,04092030470,What'z Cookin'? Mobile Kitchen and Catering (WCID #758),11016 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 817-5585,2020/03/05 05:00:00+00,Mobile Food Units,22082,-78.53774541,35.94776496,M,
3837824,04092018336,OKJA,1080 DARRINGTON DR ,,CARY,NC,27513,(919) 650-1565,2020/03/17 04:00:00+00,Restaurant,22094,-78.81678726,35.80030101,M,
3837825,04092018337,First Watch,4035 LAKE BOONE TRL,Suite 103,RALEIGH,NC,27607,,2020/03/18 04:00:00+00,Restaurant,22095,-78.6970997,35.81457601,M,
3837826,04092030473,Cousins Maine Lobster #3 (WCID #762),3209 GRESHAM LAKE RD,Suite 119,RALEIGH,NC,27615-3757,(919) 559-2673,2020/03/31 04:00:00+00,Mobile Food Units,22102,-78.58045032,35.88537765,M,
3837827,04092018340,Seoul Garden,4701-131 Atlantic Ave,,RALEIGH,NC,27604,(919) 850-9984,2020/04/07 04:00:00+00,Restaurant,22105,-78.60292756,35.84801798,M,
3837828,04092018338,The Optimist,1000-109 Brookside DR ,,RALEIGH,NC,27604,(919) 896-8988,2020/03/19 04:00:00+00,Restaurant,22096,-78.62465289,35.79244258,M,
3837829,04092018342,The Dominican Restaurant,"3601 Capital BLVD, Ste 107",Ste 107,RALEIGH,NC,27604,(919) 977-0029,2020/04/08 04:00:00+00,Restaurant,22107,-78.5859304,35.82957833,M,
3837830,04092018341,Rise Biscuits & Donuts,6325-33 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(984) 200-5751,2020/04/07 04:00:00+00,Restaurant,22106,-78.62251588,35.86923291,M,
3837831,04092018344,Marco's Pizza #8407,325 CARPENTER HILL DR,102,CARY,NC,27519,(919) 230-2222,2020/04/08 04:00:00+00,Restaurant,22108,-78.90087023,35.82521217,M,
3837832,04092018345,Olive Tree Market,270 Nottingham DR ,,CARY,NC,27511,(919) 481-0321,2020/04/08 04:00:00+00,Restaurant,22109,-78.74295028,35.76835892,M,
3837833,04092018347,Starbuck's,2901 SHERMAN OAK PL ,,RALEIGH,NC,27609-6884,(919) 817-1908,2020/04/13 04:00:00+00,Restaurant,22113,-78.62082881,35.82131683,M,
3837834,04092018348,Subway #2017,"6320  Capital Blvd, Ste 133",,RALEIGH,NC,27616,(919) 878-1777,2020/04/14 04:00:00+00,Restaurant,22114,-78.57847149,35.87073431,M,
3837835,04092018349,TROPICAL SMOOTHIE CAFE NC23,1385 BRADFORD VIEW PL ,SUITE 110,CARY,NC,27519,(919) 378-9859,2020/04/14 04:00:00+00,Restaurant,22115,-78.84682316,35.79355909,M,
3837836,04092018350,Tropical Smoothie Cafe NC24,228 Crossroads BLVD ,,CARY,NC,27518,(919) 651-8379,2020/04/15 04:00:00+00,Restaurant,22116,-78.73871469,35.76064643,M,
3837837,04092018351,Tropical Smoothie Cafe,817 Bass Pro LN ,,CARY,NC,27513,(919) 378-9333,2020/04/22 04:00:00+00,Restaurant,22124,-78.77007336,35.83116267,M,
3837838,04092018352,PRIME BARBECUE,403 KNIGHTDALE STATION RUN,,KNIGHTDALE,NC,27545,(919) 373-8076,2020/04/22 04:00:00+00,Restaurant,22126,-78.47356828,35.79722375,M,
3837839,04092025311,Biscuit Haven @TKA,2161 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 576-0249,2020/04/24 04:00:00+00,Food Stand,22130,-78.63902823,35.7520526,M,
3837840,04092018354,Subway,13200 FALLS OF NEUSE RD,,RALEIGH,NC,27614,,2020/04/24 04:00:00+00,Restaurant,22128,-78.55982173,35.94075522,M,
3837841,04092030476,Mac Daddys Dawgz & Catering (WCID #765),160 SOMMERVILLE P. RD ,,GARNER,NC,27603,(919) 594-4767,2020/04/24 04:00:00+00,Pushcarts,22131,-78.65006114,35.69421011,M,
3837842,04092018353,Japan XO,7811 MIDDLE POYNER DR,,RALEIGH,NC,27616,(919) 916-5150,2020/04/28 04:00:00+00,Restaurant,22134,-78.57108641,35.86546965,M,
3837843,04092018357,The Addison of Knightdale Dining,2408 Hodge  RD ,,KNIGHTDALE,NC,27545,(919) 266-6676,2020/04/29 04:00:00+00,Restaurant,22136,-78.51955243,35.75881008,M,
3837844,04092018358,Tropical Smoothie Cafe,3004 Wake Forest  RD ,Suite 112,RALEIGH,NC,27609,(919) 916-5190,2020/04/29 04:00:00+00,Restaurant,22137,-78.6203889,35.82333174,M,
3837845,04092018359,TROPICAL SMOOTHIE CAFE,2028 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 977-9506,2020/04/30 04:00:00+00,Restaurant,22138,-78.78068643,35.73567118,M,
3837846,04092018364,China House,7063 Knightdale Blvd,,KNIGHTDALE,NC,27545,(919) 217-4484,2020/05/14 04:00:00+00,Restaurant,22148,-78.49327386,35.79796991,M,
3837847,04092018363,Kwench Juice Cafe ,9660-142 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 803-0104,2020/05/07 04:00:00+00,Restaurant,22143,-78.60015315,35.90523097,M,
3837848,04092018365,MI CANCUN 2,9605 CHAPEL HILL RD ,,MORRISVILLE ,NC,27560,(919) 481-9002,2020/05/14 04:00:00+00,Restaurant,22149,-78.81159392,35.80641066,M,
3837849,04092030478,Taqueria Universal (WCID #767),6708 ZEBULON RD,,WAKE FOREST,NC,27587,(984) 292-6823,2020/05/14 04:00:00+00,Mobile Food Units,22150,-78.42253253,35.94952929,M,
3837850,04092018361,Alpaca Peruvian Charcoal Chicken,57 Cabela DR ,,GARNER,NC,27529,(919) 917-7600,2020/04/30 04:00:00+00,Restaurant,22168,-78.58553066,35.69877319,M,
3837851,04092110539,Neuse River Middle School Cafeteria,2700 Old Milburnie RD ,,RALEIGH,NC,27604,(919) 266-8500 ext. 21141,2020/05/20 04:00:00+00,Public School Lunchrooms,22159,-78.50144594,35.82607733,M,
3837852,04092018378,Pleasant Grove Church,1528 Davis DR ,,CARY,NC,27519,(919) 363-5198,2020/05/29 04:00:00+00,Restaurant,22174,-78.84349017,35.76989893,M,
3837853,04092018376,Royal Maharaja Indian Kitchen,10255 CHAPEL HILL RD ,STE 400,MORRISVILLE,NC,27560,(919) 481-6881,2020/06/03 04:00:00+00,Restaurant,22171,-78.82787824,35.83012817,M,
3837854,04092018379,Chipotle Mexican Grill - Garner,4203 FAYETTEVILLE RD,,RALEIGH,NC,27603,(919) 662-8393,2020/06/05 04:00:00+00,Restaurant,22183,-78.65202015,35.72206519,M,
3837855,04092018375,Peck and Plume,301 S ACADEMY ST ,,CARY,NC,27511,(919) 670-5000,2020/06/05 04:00:00+00,Restaurant,22182,-78.78084094,35.78483825,M,
3837856,04092018372,Vieni Ristobar,242 S MAIN ST,112,HOLLY SPRINGS,NC,27540-6052,(984) 225-1134,2020/06/05 04:00:00+00,Restaurant,22185,-78.83394934,35.64920029,M,
3837857,04092018371,Templeton of Cary,215 BRIGHTMORE DR,,CARY,NC,27518,(984) 200-3688,2020/06/05 04:00:00+00,Restaurant,22184,-78.77773052,35.7441046,M,
3837858,04092030481,Same O Dame O's (WCID # 770),2201 S Wilmington St,,RALEIGH,NC,27603,(919) 896-1333,2020/06/09 04:00:00+00,Mobile Food Units,22199,-78.63902823,35.7520526,M,
3837859,04092018381,Wegmans #139 Main Kitchen/Sushi/Burger Bar/Skullery/Finished Product Cooler,3710 DAVIS DR,,CARY,NC,27519,(919) 415-0210,2020/06/10 04:00:00+00,Restaurant,22201,-78.85023041,35.82831809,M,
3837860,04092018382,Annelore's German Bakery,308 W Chatham ST ,,Cary,NC,27511,(919) 267-6846,2020/06/11 04:00:00+00,Restaurant,22204,-78.78657351,35.78724293,M,
3837861,04092030482,Biscuit Haven (WCID #771),2161 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 576-0249,2020/06/15 04:00:00+00,Mobile Food Units,22205,-78.63902823,35.7520526,M,
3837862,04092030483,The Pyramids (WCID #598),4901 CAPITAL BLVD ,"Home Depot  thu,Fri, Sat  11-3pm",RALEIGH,NC,27616-4414,(919) 559-1880,2020/06/19 04:00:00+00,Mobile Food Units,22216,-78.58307924,35.85290498,M,
3837863,04092018384,Curry House,2101 S MAIN ST,,WAKE FOREST,NC,27587,(919) 985-7244,2020/06/17 04:00:00+00,Restaurant,22208,-78.53310175,35.94801797,M,
3837864,04092018386,Wing Stop #1542,51 CABELA DR,,GARNER,NC,27529,(919) 230-9464,2020/06/23 04:00:00+00,Restaurant,22220,-78.58553066,35.69877319,M,
3837865,04092018387,Dunkin #358642,1500 DUNN RD,,RALEIGH,NC,27614,,2020/06/23 04:00:00+00,Restaurant,22221,-78.58619614,35.92540089,M,
3837866,04092018385,The Arepa Bar ,7909 FALLS OF NEUSE RD ,SUITE 105,RALEIGH,NC,27615,(919) 480-3190,2020/06/22 04:00:00+00,Restaurant,22217,-78.62599455,35.89329706,M,
3837867,04092025313,On Board Catering @ TKA,2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 275-0446,2020/06/23 04:00:00+00,Food Stand,22222,-78.63902823,35.7520526,M,
3837868,04092025314,The Butcher's Market-Bedford,1540 DUNN RD,160,RALEIGH,NC,27614,(919) 747-9802,2020/06/23 04:00:00+00,Food Stand,22223,-78.58619614,35.92540089,M,
3837869,04092018389,Five Star Restaurant,301 N WEST ST,Suite 101,RALEIGH,NC,27603,(919) 833-3311,2020/06/24 04:00:00+00,Restaurant,22224,-78.64609239,35.78410942,M,
3837870,04092018388,Taqueria y Restaurante El Primo,744 E CHATHAM ST,"A &amp; B",CARY,NC,27511,(919) 347-0086,2020/06/24 04:00:00+00,Restaurant,22225,-78.7669176,35.79077934,M,
3837871,04092018390,CHUTNEYS,4121 Davis DR ,,MORRISVILLE,NC,27560,(919) 377-1029,2020/06/25 04:00:00+00,Restaurant,22228,-78.85811524,35.8356255,M,
3837872,04092018394,Pho Oxtail,3901 Captial  BLVD ,STE 163,RALEIGH,NC,27604,(919) 307-4008,2020/07/01 04:00:00+00,Restaurant,22233,-78.58517482,35.8349864,M,
3837873,04092018392,Academy Street Bistro,200 S Academy ST ,Ste 100,CARY,NC,27511,(919) 377-0509,2020/06/30 04:00:00+00,Restaurant,22230,-78.78169825,35.78645034,M,
3837874,04092018395,Demario's,1155  Timber Dr E ,,GARNER,NC,27529,(919) 605-5591,2020/07/01 04:00:00+00,Restaurant,22237,-78.57544624,35.68894411,M,
3837875,04092018393,Domino's #8925,1284 W WILLIAMS ST,,APEX,NC,27502-3953,(919) 303-0800,2020/07/01 04:00:00+00,Restaurant,22238,-78.87327823,35.74703843,M,
3837876,04092018396,Tropical Smoothie Cafe,1264 W WILLIAMS ST,,APEX,NC,27502,(919) 355-2522,2020/07/02 04:00:00+00,Restaurant,22240,-78.87327823,35.74703843,M,
3837877,04092018398,Bul Box,1125 HATCHES POND LN,Suite 118,CARY,NC,27519,(919) 650-2549,2020/07/06 04:00:00+00,Restaurant,22241,-78.84968191,35.82663584,M,
3837878,04092018399,WHICH WICH OF PARK WEST,3301 VILLAGE MARKET  PL ,,MORRISVILLE,NC,27560,(919) 380-8424,2020/07/08 04:00:00+00,Restaurant,22249,-78.81918416,35.80768075,M,
3837879,04092018397,Smithfield's Chicken 'N' Bar-B-Q,121 WAKELON ST,,ZEBULON,NC,27597,(919) 269-7009,2020/07/08 04:00:00+00,Restaurant,22251,-78.31878174,35.83343798,M,
3837880,04092018400,Mookies NY Deli,1010 Tryon Village DR ,Ste 705,CARY,NC,27518-7193,(919) 900-7770,2020/07/08 04:00:00+00,Restaurant,22250,-78.74535336,35.74636309,M,
3837881,04092018401,Starbucks #55618,1268 W WILLIAMS ST,,APEX,NC,27502,(919) 545-4787,2020/07/09 04:00:00+00,Restaurant,22252,-78.87327823,35.74703843,M,
3837882,04092030486,Buoy Bowls #3 (WCID #777),2305 Speckled Alder CT ,,APEX,NC,27523,(919) 924-4782,2020/07/09 04:00:00+00,Mobile Food Units,22253,-78.88006691,35.75731769,M,
3837883,04092018402,Bonafide Bakeshop & Cafe,1232 W WILLIAMS ST,,APEX,NC,27502,(919) 372-5000,2020/07/13 04:00:00+00,Restaurant,22255,-78.87260949,35.74618301,M,
3837884,04092018403,Plant Slant Juice,1851 AVERSBORO RD ,,GARNER,NC,27529,(919) 322-4082,2020/07/13 04:00:00+00,Restaurant,22256,-78.61583865,35.68506427,M,
3837885,04092018405,Gringo A GoGo,100 NW PERSON  ST ,,RALEIGH,NC,27601,(919) 977-1438,2020/07/17 04:00:00+00,Restaurant,22259,-78.63447714,35.78126517,M,
3837886,04092018404,Brecotea Baking Studio,1144 KILDAIRE FARM RD,,CARY,NC,27511,(919) 234-1555,2020/07/15 04:00:00+00,Restaurant,22257,-78.78337452,35.76638834,M,
3837887,04092018408,MOD Pizza - Wake Forest,2815  Rogers  Rd,,WAKE FOREST,NC,27587,(919) 263-1211,2020/07/27 04:00:00+00,Restaurant,22264,-78.52502308,35.95329289,M,
3837888,04092018409,MOD Pizza - Waverly,316 Colonades Way,,CARY,NC,27518,(919) 241-7200,2020/07/27 04:00:00+00,Restaurant,22268,-78.77756452,35.73853427,M,
3837889,04092030488,Lobster Dogs (WCID #779),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 523-4655,2020/07/23 04:00:00+00,Mobile Food Units,22270,-78.71143305,35.63398146,M,
3837890,04092018411,Culver's of Fuquay Varina,1860 CINEMA DR ,,FUQUAY VARINA,NC,27526,,2020/07/24 04:00:00+00,Restaurant,22272,-78.75373787,35.60142788,M,
3837891,04092300290,Carolina International Mart,3540 MAITLAND DR suite 110,,RALEIGH,NC,27610,(919) 255-1640,2020/07/24 04:00:00+00,Meat Market,22273,-78.58191849,35.79630609,M,
3837892,04092018410,MOD Pizza - Millbrook Rd,2071  W Millbrook Rd,,RALEIGH,NC,27612,(919) 987-3668,2020/07/27 04:00:00+00,Restaurant,22269,-78.67971246,35.85737049,M,
3837893,04092018414,MOD PIZZA - AMBERLY,336 SEMBLER LN ,Suite 4001,CARY,NC,27519-2609,(984) 208-7015,2020/07/28 04:00:00+00,Restaurant,22275,-78.90353622,35.82486983,M,
3837894,04092018412,The Grand Marquise Ballroom,205 NEW FIDELITY CT,,GARNER,NC,27529,,2020/06/15 04:00:00+00,Restaurant,22276,-78.63155664,35.71328952,M,
3837895,04092025317,Northside Fish Market,2275 NEW HOPE CHURCH RD ,,RALEIGH,NC,27604,(919) 850-0891,2020/07/28 04:00:00+00,Food Stand,22279,-78.60062541,35.83624582,M,
3837896,04092018413,Which Wich North Hills,4120 MAIN AT NORTH HILLS  ST ,STE 140,RALEIGH,NC,27609,(919) 786-9111,2020/07/28 04:00:00+00,Restaurant,22274,-78.64297679,35.83719099,M,
3837897,04092018415,Wake County Detention Center - Summit Food Service,3301 Hammond Rd,,RALEIGH,NC,27603,(919) 225-7385,2020/08/10 04:00:00+00,Restaurant,22285,-78.63888739,35.73379135,M,
3837898,04092110540,South Lakes Elementary School Cafeteria,190 SE FUQUAY VARINA PKWY,,FUQUAY VARINA,NC,27526,,2020/08/05 04:00:00+00,Public School Lunchrooms,22282,-78.74479378,35.58194347,M,
3837899,04092018418,Little Portugal,736 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 586-7144,2020/08/12 04:00:00+00,Restaurant,22287,-78.78930477,35.59079805,M,
3837900,04092018416,The Reserve at Mills Farm,1000 MILLS CHASE LOOP,,APEX,NC,27523,(919) 809-5310,2020/08/12 04:00:00+00,Restaurant,22286,-78.82985842,35.75053068,M,
3837901,04092018417,First Watch,304 Grand Hill PL ,,HOLLY SPRINGS,NC,27540-4490,(919) 808-4603,2020/08/12 04:00:00+00,Restaurant,22288,-78.84367417,35.66711929,M,
3837902,04092018420,Your Pie,6320 CAPITAL BLVD,,RALEIGH,NC,27616,(984) 200-7304,2020/08/19 04:00:00+00,Restaurant,22295,-78.57847149,35.87073431,M,
3837903,04092018421,Hampton Inn & Suites-Raleigh Midtown (Food Service),1229 WAKE TOWNE DR,,RALEIGH,NC,27609-7495,(919) 831-4700,2020/08/19 04:00:00+00,Restaurant,22294,-78.61871772,35.82237867,M,
3837904,04092110541,Stough Elementary School Cafeteria,4210 EDWARDS MILL RD,,RALEIGH,NC,27612-5404,(919) 856-2918,2020/08/19 04:00:00+00,Public School Lunchrooms,22298,-78.69196378,35.83533017,M,
3837905,04092018422,Moe's Southwest Grill #283,10760 WAKEFIELD COMMONS DR,,RALEIGH,NC,27614,(919) 570-3222,2020/08/19 04:00:00+00,Restaurant,22296,-78.54088691,35.94279822,M,
3837906,04092018423,Chicken Salad Chick,302 Colonades WAY ,,CARY,NC,27518,(984) 200-5516,2020/08/20 04:00:00+00,Restaurant,22301,-78.77756452,35.73853427,M,
3837907,04092018424,Meat & Bite,2908 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(201) 709-8417,2020/08/24 04:00:00+00,Restaurant,22304,-78.67526563,35.78961876,M,
3837908,04092018427,El Mandado Supermarket & Taqueria,2950 E MILLBROOK RD,,RALEIGH,NC,27604,(919) 878-1800,2020/08/30 04:00:00+00,Restaurant,22319,-78.58256557,35.84853241,M,
3837909,04092025318,El Mandado Supermarket-Meat/Seafood Dept,2950 E MILLBROOK RD,,RALEIGH,NC,27604-2816,(919) 878-1800,2020/08/30 04:00:00+00,Food Stand,22320,-78.58256557,35.84853241,M,
3837910,04092018426,Iris Coffee Lab,725 TUCKER ST ,,RALEIGH,NC,27603,(919) 441-7489,2020/08/31 04:00:00+00,Restaurant,22321,-78.64966681,35.785973,M,
3837911,04092018430,Dogwood Bar & Eatery,610 GLENWOOD AVE,,RALEIGH,NC,27603,(919) 977-3714,2020/09/01 04:00:00+00,Restaurant,22324,-78.64681781,35.78777275,M,
3837912,04092018429,Bali Hai,9650 STRICKLAND RD,,RALEIGH,NC,27615,(984) 242-4314,2020/09/01 04:00:00+00,Restaurant,22325,-78.65677038,35.90420522,M,
3837913,04092018431,Idle Hour Coffee Shop,1818 OBERLIN RD,,RALEIGH,NC,27608,(984) 200-1605,2020/09/01 04:00:00+00,Restaurant,22326,-78.65522188,35.80883384,M,
3837914,04092018428,Perry's Steakhouse,4509 CREEDMOOR RD,,RALEIGH,NC,27612,(919) 827-4158,2020/09/01 04:00:00+00,Restaurant,22327,-78.68316687,35.8427619,M,
3837915,04092025319,Satori Meals @ TKA,2201 S Wilmington ST ,,RALEIGH,NC,27603,(919) 592-2330,2020/09/01 04:00:00+00,Food Stand,22328,-78.63902823,35.7520526,M,
3837916,04092025321,Publix #1652 Produce,417 W PEACE ST,100,RALEIGH,NC,27603-5017,(919) 755-5444,2020/09/02 04:00:00+00,Food Stand,22331,-78.64489989,35.787898,M,
3837917,04092025320,Publix #1652  Deli,417 W PEACE ST,100,RALEIGH,NC,27603-1133,(919) 755-5444,2020/09/02 04:00:00+00,Food Stand,22332,-78.64489989,35.787898,M,
3837918,04092025322,Publix #1652 Seafood/Sushi,417 W PEACE ST,100,RALEIGH,NC,27603-5017,(919) 755-5444,2020/09/02 04:00:00+00,Food Stand,22333,-78.64489989,35.787898,M,
3837919,04092018434,Bojangles #52,5856 Tryon RD ,,CARY,NC,27518,(919) 424-7922,2020/09/03 04:00:00+00,Restaurant,22337,-78.7400887,35.74649119,M,
3837920,04092018436,Great Harvest Bread Co.,1240 NW MAYNARD RD ,,CARY,NC,27513,(919) 460-8158,2020/08/13 04:00:00+00,Restaurant,22338,-78.80932559,35.78486593,M,
3837921,04092018435,Dunkin #358977,2880 ROGERS RD,,WAKE FOREST,NC,27587-3894,(919) 606-6236,2020/09/04 04:00:00+00,Restaurant,22339,-78.52451276,35.95184355,M,
3837922,04092018437,Noodles & Company #871,2031 CAMERON ST,,RALEIGH,NC,27605,(919) -,2020/09/08 04:00:00+00,Restaurant,22341,-78.6602578,35.78996917,M,
3837923,04092018442,Subway,1478 Garner Station  Blvd,,RALEIGH,NC,27603,(919) 772-2000,2020/09/10 04:00:00+00,Restaurant,22346,-78.65475972,35.72582568,M,
3837924,04092018438,Cha House,1319 KILDAIRE FARM RD,,CARY,NC,27511,(984) 465-0498,2020/09/09 04:00:00+00,Restaurant,22344,-78.78193785,35.75976468,M,
3837925,04092018443,Di Fara,111 E CHATHAM ST,,CARY,NC,27511,(919) 678-5300,2020/09/15 04:00:00+00,Restaurant,22351,-78.78052085,35.78769243,M,
3837926,04092018444,Burrito Shak,2982 KILDAIRE FARM RD,,CARY,NC,27518,(919) 267-6772,2020/09/15 04:00:00+00,Restaurant,22352,-78.78870059,35.71809477,M,
3837927,04092030491,Empire Eats (WCID #783),415 ROYAL ST,,RALEIGH,NC,27607-5457,(919) 582-9470,2020/09/03 04:00:00+00,Mobile Food Units,22353,-78.68760395,35.79365959,M,
3837928,04092300292,Publix #1652 Meat Market,417 W Peace ST ,Suite 100,RALEIGH,NC,27603,(919) 755-5444,2020/08/26 04:00:00+00,Meat Market,22355,-78.64489989,35.787898,M,
3837929,04092018446,Grand Street Pizza,901 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545,(919) 217-3410,2020/07/23 04:00:00+00,Restaurant,22356,-78.48796386,35.7957655,M,
3837930,04092018445,Vida Dulce Ice Cream Shop,1018 SHOPPES AT MIDWAY DR,Suite E,KNIGHTDALE,NC,27545,(919) 295-4190,2020/07/09 04:00:00+00,Restaurant,22357,-78.50727643,35.79842841,M,
3837931,04092018450,Mustang Charlie's,1501 N SALEM ST,,APEX,NC,27502,(919) 655-2101,2020/09/23 04:00:00+00,Restaurant,22364,-78.85363641,35.74825394,M,
3837932,04092018451,KOI RAMEN,919 N HARRISON AVE ,,CARY,NC,27513,(919) 377-8088,2020/09/25 04:00:00+00,Restaurant,22386,-78.78340135,35.8006801,M,
3837933,04092018452,The Addison of Fuquay-Varina Dining,6516 Johnson Pond Rd,,FUQUAY VARINA,NC,27526,(919) 439-2538,2020/09/29 04:00:00+00,Restaurant,22394,-78.75831269,35.60633196,M,
3837934,04092018453,Bloomsbury Bistro,509 W WHITAKER MILL RD ,STE 101,RALEIGH,NC,27608-2400,(919) 834-2011,2020/10/01 04:00:00+00,Restaurant,22403,-78.64475172,35.80399134,M,
3837935,04092018454,Deja Brew,5001 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 239-4612,2020/10/01 04:00:00+00,Restaurant,22405,-78.61557773,35.84978391,M,
