OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2028034,04092016502,El Cuscatleco Restaurant,1383 SE MAYNARD RD ,,CARY,NC,27511,(919) 650-2706,2013/09/04 04:00:00+00,Restaurant,20816,-78.76443251,35.78847694,M
2028035,04092015086,BRUEGGERS BAGELS #192,9704 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 846-0183,2008/03/20 04:00:00+00,Restaurant,20822,-78.65729539,35.90232333,M
2028036,04092018590,Wendy's,7200 Six Forks RD ,,RALEIGH,NC,27615,(919) 676-8933,2021/03/24 04:00:00+00,Restaurant,20825,-78.64500114,35.87800592,M
2028037,04092025227,DOMINOS #8958,7981 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 661-2612,2018/12/15 05:00:00+00,Food Stand,20837,-78.69742539,35.66508155,M
2028038,04092018615,Torchy's Tacos #91,1110 Mercantile DR ,Suite 120,RALEIGH,NC,27609,(919) 439-1177,2021/04/23 04:00:00+00,Restaurant,20838,-78.62082753,35.82131925,M
2028039,04092014886,Chili's #1393,11380 Capital  BLVD ,,WAKE FOREST,NC,27587,(919) 554-0488,2007/06/12 04:00:00+00,Restaurant,20842,-78.53983156,35.95485838,M
2028040,04092017512,JOY LUCK CLUB OF GRAND ASIA MARKET,1253 BUCK JONES RD ,,RALEIGH,NC,27606,(919) 468-2988,2017/02/22 05:00:00+00,Restaurant,20851,-78.74067496,35.76583498,M
2028041,04092022003,POSH NOSH CATERING,1053 E WHITAKER MILL RD ,SUITE 135,RALEIGH,NC,27604,(919) 839-6004,2017/02/15 05:00:00+00,Food Stand,20853,-78.62124627,35.80871398,M
2028042,04092016599,SMITHFIELD'S CHICKEN N BAR-B-QUE,4000 JONES SAUSAGE RD ,,GARNER,NC,27529,(919) 779-0095,2014/01/03 05:00:00+00,Restaurant,20858,-78.58070292,35.72647997,M
2028043,04092018171,Harris Teeter #494 Deli,1273 NW MAYNARD RD,,CARY,NC,27513,,2019/08/26 04:00:00+00,Restaurant,20895,-78.81193845,35.78534681,M
2028044,04092300260,COMPARE FOODS MARKET,301 E WILLIAMS ST ,,APEX,NC,27502-2146,(919) 362-7949,2013/01/24 05:00:00+00,Meat Market,20898,-78.85082083,35.72639685,M
2028045,04092017907,Fresko Greek Kitchen,2310 Bale ST ,,RALEIGH,NC,27608,(919) 673-3974,2018/08/21 04:00:00+00,Restaurant,20912,-78.62748278,35.81292611,M
2028046,04092021614,COMMUNITY DELI,901 OBERLIN  RD ,,RALEIGH,NC,27605,(919) 896-6810,2010/05/26 04:00:00+00,Food Stand,20917,-78.6612351,35.7956254,M
2028047,04092040164,PNC 120 PUSHCART (WCID #117),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2005/03/24 04:00:00+00,Pushcarts,20919,-78.7229363,35.8032419,M
2028048,04092021338,Harris Teeter #104 Meat Market,4093 Davis DR ,,MORRISVILLE,NC,27560,(919) 380-0354,2005/08/05 04:00:00+00,Food Stand,20925,-78.85811603,35.8356265,M
2028049,04092021134,Lowes Foods #187 Produce,12524 Capital Blv,,WAKE FOREST,NC,27587-7487,(919) 562-5020,2002/08/09 04:00:00+00,Food Stand,20928,-78.53270438,35.98593613,M
2028050,04092021154,Food Lion #341 Deli ,114 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-6122,2002/10/25 04:00:00+00,Food Stand,20935,-78.31858381,35.83228812,M
2028051,04092014447,La Rancherita Mexican Restaurant,7420 Six Forks  RD ,,RALEIGH,NC,27615,(919) 844-6330,2005/12/08 05:00:00+00,Restaurant,20942,-78.64526778,35.88157372,M
2028052,04092110483,Smith Magnet Elementary School Cafeteria,1101 MAXWELL DR ,,RALEIGH,NC,27603,(919) 662-2465,2009/08/14 04:00:00+00,Public School Lunchrooms,20953,-78.65338964,35.71157285,M
2028053,04092110474,MARTIN MIDDLE SCHOOL CAFETERIA,1701  RIDGE RD ,,RALEIGH,NC,27607,(919) 881-4970 ext. 27404,2008/08/20 04:00:00+00,Public School Lunchrooms,20954,-78.68698752,35.81248956,M
2028054,04092160083,RALEIGH REHABILITATION CENTER KITCHEN,616 WADE AVE ,,RALEIGH,NC,27605-1237,(919) 828-6251,2014/07/22 04:00:00+00,Institutional Food Service,20962,-78.65108414,35.79677027,M
2028055,04092030545,Los Dos Carnales Mexican Food (WCID #836),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 625-8115,2021/06/07 04:00:00+00,Mobile Food Units,20967,-78.7114342,35.63398295,M
2028056,04092015070,McDonald's #31681,6320 Battle Bridge RD ,,RALEIGH,NC,27610,(919) 773-4124,2008/02/22 05:00:00+00,Restaurant,20974,-78.54690151,35.72382379,M
2028057,04092018340,Seoul Garden,4701-131 Atlantic Ave,,RALEIGH,NC,27604,(919) 850-9984,2020/04/07 04:00:00+00,Restaurant,20946,-78.60177748,35.8482227,M
2028058,04092018110,Himalayan Grill and Bar,1207 Kildaire Farm RD ,Ste J,CARY,NC,27511-7704,(919) 377-0117,2019/06/06 04:00:00+00,Restaurant,20978,-78.78219496,35.76380548,M
2028059,04092110537,North Ridge Elementary School Cafeteria,7120 HARPS MILL RD,,RALEIGH,NC,27615-5322,(919) 870-4100,2019/08/14 04:00:00+00,Public School Lunchrooms,20979,-78.62266331,35.88122394,M
2028060,04092012279,KANKI JAPANESE HOUSE OF STEAKS AND SUSHI,4325 Glenwood Ave ,,RALEIGH,NC,27612,(919) 782-9708,1998/07/30 04:00:00+00,Restaurant,20985,-78.68184484,35.84183815,T
2028061,04092014702,Subway,8109-101 Fayetteville RD ,,RALEIGH,NC,27603,(919) 779-0636,2006/10/19 04:00:00+00,Restaurant,20958,-78.7013693,35.66354199,M
2028062,04092012298,Harvest Grille and Bistro (at Double Tree),1707 HILLSBOROUGH ST ,,RALEIGH,NC,27605-1640,(919) 828-0811,1998/09/01 04:00:00+00,Restaurant,20987,-78.66021535,35.78427226,M
2028063,04092018490,Angie Dominican Cakes & Cafe,6109 Rock Quarry  RD ,Suite 105,RALEIGH,NC,27610,(919) 397-0478,2020/11/25 05:00:00+00,Restaurant,21003,-78.5485314,35.72427564,M
2028064,04092017877,Jersey Mike's #3176,242 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 346-2290,2018/06/29 04:00:00+00,Restaurant,21014,-78.84589577,35.66566859,M
2028065,04092017910,Highway 55 Burgers Shakes & Fries,1011 N Smithfield  RD ,,KNIGHTDALE,NC,27545,(919) 261-9841,2018/08/30 04:00:00+00,Restaurant,21028,-78.48874912,35.79711938,M
2028066,04092018642,Five Guys #0128,1018 Shoppes at Midway DR ,,KNIGHTDALE,NC,27545,(919) 266-6664,2021/06/04 04:00:00+00,Restaurant,21033,-78.50727637,35.79843029,M
2028067,04092040170,A TASTE OF NEW YORK #2 (WCID #019),330 S SALISBURY ST ,300 BLOCK S SALISBURY ST ,RALEIGH,NC,27602,(919) 846-9863,2005/07/25 04:00:00+00,Pushcarts,21036,-78.6411193,35.77632989,M
2028068,04092015209,THE BRICKHOUSE,3801 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 829-3666,2008/09/18 04:00:00+00,Restaurant,21042,-78.68856288,35.79387274,M
2028069,04092018744,Jersey Mike RDU #3013,962 Airport BLVD ,STE D,MORRISVILLE,NC,27560,(919) 319-0039,2021/11/30 05:00:00+00,Restaurant,21046,-78.82039789,35.85718833,M
2028070,04092018567,Wendy's #1985,1374 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 557-0139,2021/03/24 04:00:00+00,Restaurant,21054,-78.77582077,35.59164945,M
2028071,04092030541,J.Rivera's Pupusas (WCID #828),12305 CAPITAL BLVD,,WAKE FOREST,NC,27587,(919) 491-0022,2021/06/01 04:00:00+00,Mobile Food Units,21078,-78.54036701,35.98249089,M
2028072,04092021013,Food Lion #624 Deli ,2458 SW CARY PKY ,,CARY,NC,27513-5318,(919) 481-1822,2000/07/01 04:00:00+00,Food Stand,21084,-78.82085718,35.76363975,M
2028073,04092021045,Cook Out,3244 Capital BLVD ,,RALEIGH,NC,27604-3338,(919) 862-8281,2000/12/08 05:00:00+00,Food Stand,21087,-78.58720925,35.82374558,M
2028074,04092013248,Taco Bell / KFC 3248,5434 SIX FORKS RD ,,RALEIGH,NC,27609-4436,(919) 781-5458,2000/12/15 05:00:00+00,Restaurant,21088,-78.64059702,35.85499105,M
2028075,04092017616,BAD DADDY'S BURGER BAR,9402-103 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(984) 233-5880,2017/05/12 04:00:00+00,Restaurant,21080,-78.60429327,35.90247841,M
2028076,04092015135,CHARLIE'S KABOB GRILL,12235 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 554-0938,2008/05/27 04:00:00+00,Restaurant,21102,-78.54097555,35.98087356,M
2028077,04092017780,TLAQUEPAQUE MEXICAN CUISINE,11206 CAPITAL  BLVD ,,WAKE FOREST,NC,27587,(919) 554-2544,2018/01/24 05:00:00+00,Restaurant,21103,-78.5389061,35.95167217,M
2028078,04092025222,The North Carolina Catering Company @ TKA,2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 415-4715,2018/10/31 04:00:00+00,Food Stand,21099,-78.64171063,35.75324624,M
2028079,04092013761,Harris Teeter #257 Deli,2080 Kildaire Farm Rd ,,CARY,NC,27511,(919) 233-9483,2003/01/17 05:00:00+00,Restaurant,21110,-78.78068669,35.73567522,M
2028080,04092021185,LA TAPATIA BUTCHER SHOP & SNACK BAR,1700 St. Albans Dr,,RALEIGH,NC,27609,(919) 954-4816,2003/04/08 04:00:00+00,Food Stand,21114,-78.61051607,35.83290448,M
2028081,04092017250,MIKE'S PIZZA & ITALIAN RESTAURANT,3919 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 250-0700,2016/06/29 04:00:00+00,Restaurant,21120,-78.57014599,35.80045574,M
2028082,04092025339,Lowes Foods #262 Produce/Cheese,687 MILLS PARK DR,,CARY,NC,27519,,2021/02/16 05:00:00+00,Food Stand,21126,-78.89712096,35.80863645,M
2028083,04092015133,Cobblestone @ Koka Booth Amphitheatre,8003 Regency PKY ,,CARY,NC,27513,(919) 610-9904,2008/05/21 04:00:00+00,Restaurant,21141,-78.79540806,35.72902722,M
2028084,04092017984,Fount Coffee & Kitchen,10954 Chapel Hill RD ,Suite 109,Morrisville,NC,27560,(984) 888-5454,2018/11/27 05:00:00+00,Restaurant,21143,-78.8420767,35.85570598,M
2028085,04092018313,Vicious Fishes Apex,02237 OLD US HWY 1,,APEX,NC,27502,(919) 259-9261,2020/01/31 05:00:00+00,Restaurant,21128,-78.89921159,35.69877219,M
2028086,04092021056,Cook Out #13,6505 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-6814,(919) 862-8830,2001/02/23 05:00:00+00,Food Stand,21148,-78.6223661,35.87164953,M
2028087,04092021222,Food Lion #75 Deli ,1339 5Th AVE ,,GARNER,NC,27529,(919) 779-0770,2003/09/18 04:00:00+00,Food Stand,21171,-78.62278736,35.70820906,M
2028088,04092013896,Woody's @ City Market,205 Wolfe St ,,RALEIGH,NC,27601,(919) 833-3000,2003/08/29 04:00:00+00,Restaurant,21174,-78.63643476,35.77636518,M
2028089,04092025365,Rinky's Food @ Hubb Kitchen,1129 CORPORATION PKWY,Suite 199,RALEIGH,NC,27610,(919) 605-8498,2021/06/24 04:00:00+00,Food Stand,21176,-78.56954783,35.79505367,M
2028090,04092021615,CIRCLE K #1511,4501 DELTA LAKE  RD ,,RALEIGH,NC,27612,(919) 510-7976,2010/06/03 04:00:00+00,Food Stand,21129,-78.7123801,35.85658065,M
2028091,04092016356,Brewster's Pub,1885 Lake Pine DR ,,CARY,NC,27511,(919) 650-1270,2013/01/25 05:00:00+00,Restaurant,21182,-78.81900108,35.74520928,M
2028092,04092025403,Publix #1744 Meat/Seafood,2257 WENDELL FALLS PKWY,,WENDELL,NC,67552-7591,(919) 365-7055,2021/12/02 05:00:00+00,Food Stand,21184,-78.43555763,35.77644215,M
2028093,04092016658,LA ROMA PIZZA,1322 FIFTH AVE ,,GARNER,NC,27529,(919) 662-1700,2014/04/03 04:00:00+00,Restaurant,21185,-78.6218586,35.70948463,M
2028094,04092021569,HARRIS TEETER #367 MEAT/SEAFOOD,14520 JOHN REX  BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2009/05/15 04:00:00+00,Food Stand,21188,-78.54281974,35.94700335,M
2028095,04092025387,You + Food @ Hubb Kitchen,1129 CORPORATION PKWY,Suite 199,RALEIGH,NC,27610,,2021/09/21 04:00:00+00,Food Stand,21193,-78.56954783,35.79505367,M
2028096,04092015181,JUMBO CHINA,3111 LELAND DR ,STE 100,RALEIGH,NC,27616,(919) 266-2388,2008/07/24 04:00:00+00,Restaurant,21196,-78.50930992,35.89359383,M
2028097,04092015490,SPINNERS BAR & GRILL AT FOUR POINTS,1200 CLAREN CIR ,,MORRISVILLE,NC,27560,(919) 380-1221,2009/10/14 04:00:00+00,Restaurant,21213,-78.82296083,35.855038,M
2028098,04092014855,Chipotle Mexican Grill #0942,6102 Falls of Neuse RD ,,RALEIGH,NC,27609,(919) 877-8544,2007/04/26 04:00:00+00,Restaurant,21228,-78.6187408,35.86627943,M
2028099,04092015187,Great China,7851 ALEXANDER PROMENADE ,PL #100,RALEIGH,NC,27617,(919) 975-2211,2008/07/29 04:00:00+00,Restaurant,21197,-78.78023964,35.91267591,M
2028100,04092160062,Phoenix Assisted Care LLC Kitchen,201 Westhigh ST ,,CARY,NC,27513,(919) 460-8644,2007/08/15 04:00:00+00,Institutional Food Service,21231,-78.83222695,35.76549587,M
2028101,04092016311,Hampton Inn & Suites Food Service,600 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 825-4770,2012/11/27 05:00:00+00,Restaurant,21237,-78.64657251,35.78751043,M
2028102,04092016533,SONIC DRIVE IN #4809,12508 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 562-2259,2013/10/18 04:00:00+00,Restaurant,21241,-78.53341541,35.98699135,M
2028103,04092030549,Las Gringas 2 (WCID #848),6600 LOUISBURG RD,,RALEIGH,NC,27616-6328,(919) 924-5902,2021/08/27 04:00:00+00,Mobile Food Units,21243,-78.54174837,35.86684935,M
2028104,04092016836,PIZZA AMORE,238 S WHITE ST ,,WAKE FOREST,NC,27587,(919) 435-6067,2014/12/16 05:00:00+00,Restaurant,21244,-78.51038402,35.97699087,M
2028105,04092030458,L'Arepa (WCID #653),9420 FORUM DR,Suite 111,RALEIGH,NC,27615-8815,(919) 235-2271,2020/01/24 05:00:00+00,Mobile Food Units,21272,-78.65461142,35.89932701,M
2028106,04092030323,GONZA TACOS (WCID #583),10005 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 337-2239,2017/02/27 05:00:00+00,Mobile Food Units,21276,-78.65047039,35.91579035,M
2028107,04092014503,China Fu,1121-103 Falls River AVE,,RALEIGH,NC,27614,(919) 866-0009,2006/02/16 05:00:00+00,Restaurant,21257,-78.58829014,35.90616936,M
2028108,04092018225,Firehouse Subs #487,1551 US 70  HWY W ,,GARNER,NC,27529,(919) 662-4801,2019/11/12 05:00:00+00,Restaurant,21282,-78.64815188,35.72323377,M
2028109,04092017863,PISCO MAR,2502 1/2 HILLSBOROUGH  ST ,,RALEIGH,NC,27607,(919) 615-0689,2018/06/18 04:00:00+00,Restaurant,21281,-78.66818477,35.78783803,M
2028110,04092015669,King's Barcade & Neptune's Parlor,14 W. Martin ST ,,RALEIGH,NC,27601-1311,(919) 896-7063,2010/07/01 04:00:00+00,Restaurant,21292,-78.63980199,35.77713519,M
2028111,04092018349,TROPICAL SMOOTHIE CAFE NC23,1385 BRADFORD VIEW PL ,SUITE 110,CARY,NC,27519,(919) 378-9859,2020/04/14 04:00:00+00,Restaurant,21289,-78.84660394,35.79351906,M
2028112,04092021428,Speedway #6961,4541 Jones Sausage RD,,RALEIGH,NC,27529,(919) 779-3409,2006/12/18 05:00:00+00,Food Stand,21295,-78.58616341,35.72106523,M
2028113,04092016110,CHICK-FIL-A #2850,2000  CAMERON ST ,,RALEIGH,NC,27605,(919) 821-1155,2012/02/23 05:00:00+00,Restaurant,21303,-78.65851085,35.79142052,M
2028114,04092018466,McDonalds #5028,105 E South ST ,,RALEIGH,NC,27601,(919) 833-7800,2020/10/09 04:00:00+00,Restaurant,21302,-78.63821402,35.77218095,M
2028115,04092018537,Arepa Culture,6274 GLENWOOD AVE,100,RALEIGH,NC,27612,(919) 977-4069,2021/02/17 05:00:00+00,Restaurant,21309,-78.70313649,35.85876954,M
2028116,04092017677,OAKWOOD PIZZA BOX,610 N PERSON ST ,,RALEIGH,NC,27604,,2017/09/01 04:00:00+00,Restaurant,21310,-78.63409336,35.78856032,M
2028117,04092021973,SAM'S CLUB #6976 DELI,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/22 04:00:00+00,Food Stand,21312,-78.53862938,35.95675315,M
2028118,04092018296,Korean Kitchen,2101 S Main ST ,,WAKE FOREST,NC,27587,(919) 263-8181,2020/01/21 05:00:00+00,Restaurant,21326,-78.53310077,35.94802112,M
2028119,04092030280,THE WANDERING MOOSE (WCID #533),8320-108 Litchford  RD ,,RALEIGH,NC,27615,(252) 327-2445,2015/04/17 04:00:00+00,Mobile Food Units,21322,-78.6010328,35.89310541,M
2028120,04092025169,Apple Spice Box Lunch & Catering,10404 Chapel Hill RD ,Suite 109,MORRISVILLE,NC,27560,(919) 336-3160,2018/03/20 04:00:00+00,Food Stand,21346,-78.82910144,35.83741836,M
2028121,04092018606,Hardee's Wendell,2877 WENDELL BLVD ,,WENDELL,NC,27591-6904,(919) 366-6979,2021/04/01 04:00:00+00,Restaurant,21347,-78.37868085,35.79332134,M
2028122,04092017570,MICHELANGELOS PIZZA,928 US 64 HWY W ,,APEX,NC,27523,(919) 462-8880,2017/04/12 04:00:00+00,Restaurant,21352,-78.82081015,35.74556916,M
2028123,04092021533,The Fresh Market Produce,6325 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 872-8501,2008/04/25 04:00:00+00,Food Stand,21353,-78.62251606,35.86922851,M
2028124,04092015315,THE FLYING BISCUIT CAFE,2016 CLARK AVE ,,RALEIGH,NC,27605,(919) 833-6924,2009/01/05 05:00:00+00,Restaurant,21357,-78.66025735,35.7899673,M
2028125,04092018669,Burger King #9362,1711 N Harrison AVE ,,CARY,NC,27513-2406,(919) 677-8895,2021/07/01 04:00:00+00,Restaurant,21363,-78.77022313,35.82886051,M
2028126,04092018181,Dunkin Donuts #306810,3209  S Wilmington ST ,,RALEIGH,NC,27603,(919) 661-7377,2019/09/24 04:00:00+00,Restaurant,21366,-78.6497063,35.73574481,M
2028127,04092021770,PAPA MURPHY'S NC#004,756 W WILLIAMS ST ,,APEX,NC,27502,(919) 249-4949 ext. 1,2013/12/11 05:00:00+00,Food Stand,21371,-78.86276064,35.73803218,M
2028128,04092015545,Jimmy John's #1026,2904-106 Wake Forest  RD ,,RALEIGH,NC,27609,(919) 836-0404,2009/12/16 05:00:00+00,Restaurant,21367,-78.62368801,35.82026697,M
2028129,04092017851,Buffalo Brothers,1289 Kildaire Farm RD ,Suite 3443,CARY,NC,27511,(919) 561-5933,2018/05/01 04:00:00+00,Restaurant,21377,-78.78213078,35.7627377,M
2028130,04092017738,Humming Bird,1053-111 E Whitaker Mill RD ,,RALEIGH,NC,27604,(919) 301-8900,2017/11/14 05:00:00+00,Restaurant,21375,-78.62113053,35.80730491,M
2028131,04092030362,Buff-O-Lina (WCID #635),717 Madison AVE ,,CARY,NC,27513,(919) 649-7765,2018/05/11 04:00:00+00,Mobile Food Units,21379,-78.79755066,35.78973319,M
2028132,04092018433,Wing It On,2526 HILLSBOROUGH ST,106,RALEIGH,NC,27607-7266,(919) 890-5845,2020/09/02 04:00:00+00,Restaurant,21389,-78.6692269,35.78835156,M
2028133,04092018372,Vieni Ristobar,242 S MAIN ST,112,HOLLY SPRINGS,NC,27540-6052,(984) 225-1134,2020/06/05 04:00:00+00,Restaurant,21390,-78.83395027,35.64920445,M
2028134,04092016717,Red Lobster #0598,1805 WALNUT ST ,,CARY,NC,27511,(919) 851-6806,2014/07/28 04:00:00+00,Restaurant,21411,-78.74320159,35.76109735,M
2028135,04092018586,Wegmans #145 Coffee Subs Pizza,11051 Ligon Mill RD ,,WAKE FOREST,NC,27587,(919) 575-3800,2021/03/23 04:00:00+00,Restaurant,21420,-78.53356587,35.96409572,M
2028136,04092016876,LIFE CAFE,8715 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 582-7000,2015/02/27 05:00:00+00,Restaurant,21409,-78.61205856,35.89621575,M
2028137,04092021866,FOOD LION #1338 MEAT/SEAFOOD,620 LAURA DUNCAN RD ,,APEX,NC,27502,(919) 362-3904,2015/08/17 04:00:00+00,Food Stand,21440,-78.84201223,35.73509961,M
2028138,04092015028,Jersey Mike's Subs #3008-B,8111-107 Creedmoor RD ,,RALEIGH,NC,27613,(919) 870-6003,2007/12/12 05:00:00+00,Restaurant,21427,-78.68081035,35.89754797,M
2028139,04092015784,ATRIUM,2600 FOUNDERS DR ,,RALEIGH,NC,27695,(919) 515-2263,2011/08/05 04:00:00+00,Restaurant,21435,-78.66895313,35.78776016,M
2028140,04092110145,Turner Creek Elementary Cafeteria,6801 Turner Creek Rd ,,CARY,NC,27519,(919) 363-1399,2004/07/09 04:00:00+00,Public School Lunchrooms,21459,-78.87522127,35.77275991,M
2028141,04092021108,Lowes Foods #184 Meat/Seafood,5400 Apex Peakway ,,APEX,NC,27502,(919) 363-5376,2002/01/08 05:00:00+00,Food Stand,21466,-78.86537597,35.73683859,M
2028142,04092013504,Serendipity Gourmet Deli,118 S ACADEMY ST,,CARY,NC,27511-3302,(919) 469-1655,2002/01/24 05:00:00+00,Restaurant,21467,-78.78150853,35.78674767,M
2028143,04092025297,Pizza Hut #2024,8111-167 Creedmoor  RD ,,RALEIGH,NC,27612,(919) 848-9890,2019/12/03 05:00:00+00,Food Stand,21442,-78.68081035,35.89754797,M
2028144,04092030117,Pupuseria El Salvador (WCID #403),15 Jones Franklyn RD ,,RALEIGH,NC,27606,(919) 625-4405,2004/08/20 04:00:00+00,Mobile Food Units,21483,-78.72110095,35.78550754,M
2028145,04092018385,The Arepa Bar ,7909 FALLS OF NEUSE RD ,SUITE 105,RALEIGH,NC,27615,(919) 480-3190,2020/06/22 04:00:00+00,Restaurant,21518,-78.62599606,35.89330024,M
2028146,04092022010,SPROUTS #540 PRODUCE,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 04:00:00+00,Food Stand,21530,-78.60286042,35.90143714,M
2028147,04092021245,Food Lion #2504 Deli ,1030-125 N Rogers Ln ,,RALEIGH,NC,27610,(919) 792-0321,2003/12/12 05:00:00+00,Food Stand,21445,-78.54967347,35.79198567,M
2028148,04092021792,Harris Teeter #236 - Deli,7145 O'Kelly Chapel RD ,,CARY,NC,27519,(919) 465-9432,2014/06/06 04:00:00+00,Food Stand,21542,-78.88824644,35.84415135,M
2028149,04092030110,A Taste of New York #4 (WCID #007),301-H W Hargett ST ,,RALEIGH,NC,27602,(919) 846-9863,2004/04/01 04:00:00+00,Mobile Food Units,21450,-78.64351577,35.77836058,M
2028150,04092017912,Holiday Inn Express & Suites Food Service,11400  COMMON OAKS DR ,,RALEIGH,NC,27614,(919) 570-5550,2018/08/31 04:00:00+00,Restaurant,21546,-78.54091064,35.95134484,M
2028151,04092014019,Jason's Deli,8421-101 Brier Creek Pky ,,RALEIGH,NC,27617,(919) 572-9996,2004/04/07 04:00:00+00,Restaurant,21452,-78.78578747,35.90670595,M
2028152,04092018494,Bar Louie,8401 BRIER CREEK PKY ,,RALEIGH,NC,27617,(864) 535-6500,2020/12/08 05:00:00+00,Restaurant,21551,-78.78506033,35.90721817,M
2028153,04092014942,Centro,106 S Wilmington ST ,,RALEIGH,NC,27601,(919) 835-3593,2007/09/10 04:00:00+00,Restaurant,21558,-78.63844527,35.77926874,M
2028154,04092014041,N.Y. Bagels & Deli,7909-121 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 848-1310,2004/05/04 04:00:00+00,Restaurant,21454,-78.62697433,35.89197359,M
2028155,04092016412,MEDALLION DINING SERVICE,1995 NW CARY  PKY ,,MORRISVILLE,NC,27560,(919) 460-8141,2013/05/03 04:00:00+00,Restaurant,21577,-78.81074222,35.80769198,M
2028156,04092014090,Moe's Southwest Grill,7850-115 Alexander Promonade Pl ,,RALEIGH,NC,27617,(919) 957-9075,2004/07/14 04:00:00+00,Restaurant,21461,-78.7803264,35.91259169,M
2028157,04092016191,ORO RESTAURANT & LOUNGE,18 E MARTIN ST ,,RALEIGH,NC,27601,(919) 239-4010,2012/05/15 04:00:00+00,Restaurant,21534,-78.63842774,35.77684525,M
2028158,04092018262,Juicehaus,509 E BROAD ST,,FUQUAY VARINA,NC,27526,(919) 285-2130,2019/12/11 05:00:00+00,Restaurant,21581,-78.79419282,35.59352334,M
2028159,04092015493,ZAYKA INDIAN CUISINE,10410-103 MONCREIFFE  RD ,,RALEIGH,NC,27617,(919) 361-5370,2009/10/22 04:00:00+00,Restaurant,21548,-78.79299562,35.90013638,M
2028160,04092016947,SOPRANO'S GRILL,1030-101 N ROGERS LN ,,RALEIGH,NC,27610,(919) 878-8848,2015/06/05 04:00:00+00,Restaurant,21552,-78.54967347,35.79198567,M
2028161,04092021523,New Super Grocery & Fresh Halal Meat,748 E Chatham ST ,Unit G,CARY,NC,27511,(919) 463-0450,2008/04/14 04:00:00+00,Food Stand,21596,-78.76514155,35.79157241,M
2028162,04092025347,Stop & Quick,1321 S Blount St,,RALEIGH,NC,27601,(919) 833-8200,2021/03/18 04:00:00+00,Food Stand,21600,-78.63664326,35.76383115,M
2028163,04092017683,Wayback Burgers,6320-116 Capital BLVD ,,RALEIGH,NC,27616,(919) 977-4444,2017/09/19 04:00:00+00,Restaurant,21565,-78.58011487,35.87107688,M
2028164,04092021446,Lowes Foods #191 Produce,9600 Strickland RD ,,RALEIGH,NC,27615,(919) 847-5661,2007/04/27 04:00:00+00,Food Stand,21603,-78.65568292,35.90277448,M
2028165,04092030455,CockADoodleMoo (WCID #510),10125 DIVISION DR,,RALEIGH,NC,27603,(919) 614-0701,2019/12/11 05:00:00+00,Mobile Food Units,21611,-78.7114342,35.63398295,M
2028166,04092030385,Poblano's Tacos & More (WCID #660),1032 Huntsboro RD ,,Knightdale,NC,27545,(919) 279-2656,2018/12/13 05:00:00+00,Mobile Food Units,21613,-78.45819365,35.74969345,M
2028167,04092015568,HARRIS TEETER #422 DELI,120-100 ST ALBANS  DR ,,RALEIGH,NC,27609,(919) 781-4165,2010/02/03 05:00:00+00,Restaurant,21594,-78.63887103,35.83819686,M
2028168,04092015860,BOJANGLES #45,900 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 453-6241,2011/01/07 05:00:00+00,Restaurant,21616,-78.47826635,35.90966729,M
2028169,04092017634,RESIDENCE INN DOWNTOWN RALEIGH,616 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 856-0017,2017/06/27 04:00:00+00,Restaurant,21632,-78.64078384,35.77259393,M
2028170,04092017320,BJ'S Restaurant,5707 Dillard DR ,,CARY,NC,27518,(919) 710-8170,2016/09/12 04:00:00+00,Restaurant,21633,-78.74369156,35.75540712,M
2028171,04092018611,Heights House Kitchen ,308 S Boylan  ST ,,RALEIGH,NC,27603,(919) 594-1881,2021/04/09 04:00:00+00,Restaurant,21627,-78.65056959,35.77655182,M
